feature_1,feature_2,feature_3,feature_4,category_1,category_2,target,product_feature_2_feature_4,product_feature_1_feature_4,square_feature_2,square_feature_1,sum_feature_2_feature_4,sum_feature_1_feature_4,mean_feature_2_feature_4,mean_feature_1_feature_4
0.591227797806849,0.6038515097434263,0.41672990354615796,0.5747914748033615,0,2,1,0.3470886998476604,0.33983269784614234,0.36463664581941524,0.3495503088995363,1.1786429845467876,1.1660192726102103,0.5893214922733938,0.5830096363051052
0.4745530989523154,0.4945115319230973,0.500715485668979,0.5363855378693604,1,0,0,0.26524883403317195,0.2545434192291095,0.24454165520492852,0.22520064372524606,1.0308970697924578,1.0109386368216757,0.5154485348962289,0.5054693184108379
0.6189687247611999,0.6263470629442005,0.4018776517407799,0.6531054055411782,2,2,1,0.40907065255369796,0.4042518200024694,0.39231064325882625,0.38312228223250605,1.2794524684853787,1.2720741303023781,0.6397262342426894,0.6360370651511891
0.7798091186922644,0.74058149234091,0.18378971148838047,0.7372820491323956,2,1,1,0.5460174402226337,0.5749392649615602,0.5484609467978893,0.6081022615956062,1.4778635414733055,1.5170911678246601,0.7389317707366527,0.7585455839123301
0.45693387312434197,0.4549195348814873,0.5740612390204716,0.46074130673809,1,2,0,0.20960022096198055,0.21052830979620593,0.20695178321678873,0.20878856440841226,0.9156608416195773,0.917675179862432,0.45783042080978864,0.458837589931216
0.4569368898233226,0.4368200157377751,0.5346037509170972,0.437377768783138,1,0,0,0.19105536384320332,0.1998540373456314,0.1908117261491501,0.20879132128141126,0.8741977845209131,0.8943146586064605,0.43709889226045656,0.44715732930323027
0.7901325080773662,0.7822365060731686,0.12938358173850495,0.7966627085489077,2,0,1,0.6231786536540846,0.6294691039974564,0.6118939514335584,0.6243093803206292,1.5788992146220764,1.586795216626274,0.7894496073110382,0.793397608313137
0.6409715985405692,0.6567284304674974,0.31429044263617323,0.6265137827819673,2,0,1,0.411449413232656,0.40157754085745656,0.43129223138430256,0.41084459013565255,1.2832422132494647,1.2674853813225364,0.6416211066247324,0.6337426906612682
0.4136945979388378,0.42066786133822104,0.5739315565785523,0.45257579028116107,1,0,0,0.19038408979103127,0.1872281595972167,0.17696144956287277,0.17114322036377663,0.8732436516193821,0.8662703882199989,0.43662182580969106,0.43313519410999946
0.5996517930484073,0.619074035736792,0.44822364672003634,0.6305486494168017,2,2,1,0.390356297122843,0.3781096282270367,0.3832526617234388,0.3595822729061699,1.2496226851535936,1.2302004424652089,0.6248113425767968,0.6151002212326044
0.41480749057553473,0.42242637918566484,0.6240855082023783,0.41403085830219344,1,1,0,0.17489755634372864,0.17174310135316767,0.1784440458319111,0.17206525423757232,0.8364572374878583,0.8288383488777282,0.41822861874392914,0.4144191744388641
0.41438265884955683,0.3923268914499117,0.652386175747516,0.37622513704482047,1,1,0,0.14760323850211143,0.1559011726146716,0.15392038975475078,0.17171298795522819,0.7685520284947321,0.7906077958943774,0.38427601424736607,0.3953038979471887
0.544418179536391,0.4982758854812349,0.500715485668979,0.5285510992960273,0,1,0,0.2633642670238081,0.28775282727070145,0.24827885805210873,0.2963911542097181,1.0268269847772622,1.0729692788324183,0.5134134923886311,0.5364846394162092
0.14840116528560143,0.15654817632039758,0.8481472397478209,0.1551543596473406,3,1,0,0.024289132050950252,0.02302508777080664,0.02450733150924229,0.022022905858124397,0.31170253596773817,0.303555524932942,0.15585126798386909,0.151777762466471
0.1830119895864058,0.1840722045278832,0.8251935256632876,0.16274317961434687,3,1,0,0.029956495843490086,0.02978395309283942,0.033882576479754865,0.0334933883323747,0.34681538414223007,0.34575516920075267,0.17340769207111503,0.17287758460037633
0.3966405617370651,0.3806686356819534,0.5925551502847513,0.36839105395925903,3,1,1,0.14023491990810802,0.14611883458130995,0.14490861019195977,0.15732373521509455,0.7490596896412125,0.7650316156963242,0.37452984482060625,0.3825158078481621
0.3138550160773268,0.2860355720673443,0.6693499247042591,0.31610964010131637,3,0,0,0.09041860174238235,0.09921259617619664,0.08181634848789292,0.09850497111689906,0.6021452121686607,0.6299646561786432,0.30107260608433034,0.3149823280893216
0.5577002644192983,0.5436812612908529,0.36851381640648334,0.48570310880350864,0,2,0,0.26406767880717996,0.270876752208992,0.2955893138788127,0.31102958493335525,1.0293843700943617,1.043403373222807,0.5146921850471808,0.5217016866114035
0.3331128827196842,0.33225988480735424,0.6744655362750493,0.32156723531595727,3,0,0,0.10684389256389934,0.10711818874429757,0.11039663105219631,0.11096419263381808,0.6538271201233115,0.6546801180356414,0.32691356006165573,0.3273400590178207
0.2404535600406314,0.2565691240726399,0.7226656074528035,0.29775896905660104,3,1,0,0.07639575787562441,0.07159720414368792,0.06582771542740168,0.05781791453621353,0.5543280931292409,0.5382125290972324,0.27716404656462046,0.2691062645486162
0.7692655781070175,0.7687647882600848,0.21628442811230092,0.7598911056867301,2,1,1,0.5841775249639808,0.5845580707144832,0.590999299668573,0.5917695296603238,1.528655893946815,1.5291566837937476,0.7643279469734074,0.7645783418968738
0.45847312631856135,0.48835001634772807,0.6251038005958274,0.498396269169289,1,0,1,0.24339182619646896,0.22850129567155114,0.23848573846682627,0.2101976075563155,0.986746285517017,0.9568693954878503,0.4933731427585085,0.47843469774392516
0.5123666318202093,0.49358690857004844,0.4674031947272024,0.5327059260084509,0,0,0,0.2629366711954563,0.2729407410596156,0.24362803631173735,0.26251956540278587,1.0262928345784994,1.0450725578286602,0.5131464172892497,0.5225362789143301
0.23816693674499656,0.25821120738173525,0.7821192883654542,0.2930030233520198,3,1,0,0.07565666442622379,0.06978363252877325,0.06667302761753349,0.05672348975849519,0.5512142307337551,0.5311699600970163,0.27560711536687754,0.26558498004850817
0.3999304965128108,0.4024450176857993,0.6399005116779509,0.3879380012943649,3,0,0,0.15612371579190432,0.1551482374738428,0.16196199226012334,0.1599444020409834,0.7903830189801642,0.7878684978071757,0.3951915094900821,0.39393424890358786
0.5203401729239493,0.5327534583747259,0.4894749232804576,0.5278723484750646,0,0,1,0.2812258192304791,0.27467318908728633,0.28382624741023077,0.27075389555852547,1.0606258068497905,1.0482125213990139,0.5303129034248952,0.5241062606995069
0.2884682285925664,0.2839089152847829,0.7331297731087348,0.31885842227199207,3,0,0,0.09052674879665853,0.09198052424462207,0.08060427217818203,0.08321391890733314,0.602767337556775,0.6073266508645585,0.3013836687783875,0.30366332543227925
0.5689915770726762,0.5874936384745573,0.413679023258886,0.6202908268458011,0,0,1,0.3644169147760313,0.35294025581070665,0.3451487752480738,0.32375141477965125,1.2077844653203584,1.1892824039184773,0.6038922326601792,0.5946412019592386
0.38959369251916487,0.39675098889472227,0.6068603738383913,0.3949060143611666,3,0,0,0.15667935171826625,0.15385289233299326,0.15741134718894004,0.15178324525071757,0.791657003255889,0.7844997068803314,0.3958285016279445,0.3922498534401657
0.4463610640958744,0.43502285425658027,0.51925953349018,0.4339848695340895,1,0,0,0.18879333664888923,0.1937139481667454,0.18924488372554188,0.1992381995408013,0.8690077237906697,0.8803459336299639,0.43450386189533485,0.44017296681498197
0.38939746615405335,0.3909973407728279,0.6486116601444993,0.4019483984779657,3,2,1,0.15716075493278156,0.1565176878919996,0.1528789204914229,0.15163038664719714,0.7929457392507936,0.7913458646320191,0.3964728696253968,0.39567293231600953
0.8403071549272021,0.8309853491345669,0.07597295192998599,0.8763577634114896,2,2,1,0.7282404619952849,0.736409698870675,0.6905366504762981,0.7061161146218489,1.7073431125460565,1.7166649183386917,0.8536715562730283,0.8583324591693459
0.4974785399242513,0.5065179596195649,0.540076782855118,0.5448051238263373,1,1,1,0.27595357971080076,0.2710288575443772,0.2565604434171672,0.24748489768516488,1.0513230834459022,1.0422836637505886,0.5256615417229511,0.5211418318752943
0.30560853445095093,0.2873395283823959,0.6497786471564012,0.314685495323003,3,0,0,0.09042158181489234,0.09617057303863452,0.0825640045710177,0.09339657632925806,0.6020250237053989,0.6202940297739539,0.30101251185269945,0.31014701488697693
0.6510978696875505,0.6484352546346424,0.37863553198388267,0.6083219359751714,2,1,1,0.39445738945389885,0.39607711659764056,0.42046827945309345,0.42392843591166646,1.2567571906098136,1.2594198056627217,0.6283785953049068,0.6297099028313609
0.2756335629028738,0.28632167648428675,0.7216807707413945,0.2790264635941769,3,0,0,0.07989132483976652,0.07690905830465197,0.08198010242477256,0.07597386099853247,0.5653481400784637,0.5546600264970507,0.28267407003923184,0.27733001324852535
0.5383364328332795,0.5385041426183244,0.41231871075862625,0.5302698820903272,0,0,0,0.2855525282113716,0.28546359676343047,0.2899867116170966,0.28980611491566005,1.0687740247086515,1.0686063149236067,0.5343870123543257,0.5343031574618033
0.13987721435077566,0.16983584571912674,0.9000249501119868,0.2244468818222352,3,0,0,0.03811912599330021,0.03139500459901201,0.02884421449113102,0.01956563509453284,0.39428272754136195,0.36432409617301087,0.19714136377068098,0.18216204808650543
0.2559098352918253,0.2737493080832072,0.7918004190824985,0.26788199856994976,3,1,0,0.07333251175647044,0.06855363813168083,0.07493868367603468,0.06548984379908916,0.541631306653157,0.5237918338617751,0.2708156533265785,0.26189591693088754
0.5361310483379946,0.5355990199414661,0.500715485668979,0.5802135441279681,0,2,0,0.3107618055917043,0.31107049567323086,0.286866310162259,0.28743650099199713,1.1158125640694343,1.1163445924659627,0.5579062820347171,0.5581722962329814
